date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:08	713/713	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jul%202021%2013:24:08%20GMT	https://boxerinu.finance/robots.txt		(from )
18:54:09	41532/41532	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Jun%202021%2022:34:31%20GMT	https://boxerinu.finance/	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/index.html	(from )
18:54:09	22092/22092	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jun%202021%2006:18:20%20GMT	https://boxerinu.finance/img/2.png	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/img/2.png	(from https://boxerinu.finance/)
18:54:09	1776/1776	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Oct%202017%2000:49:28%20GMT	https://boxerinu.finance/slick-1.8.1/slick/slick.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/slick-1.8.1/slick/slick.css	(from https://boxerinu.finance/)
18:54:09	3131/3131	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2020:27:10%20GMT	https://boxerinu.finance/slick-1.8.1/slick/slick-theme.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/slick-1.8.1/slick/slick-theme.css	(from https://boxerinu.finance/)
18:54:09	244/244	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2016:42:26%20GMT	https://boxerinu.finance/css/global.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/css/global.css	(from https://boxerinu.finance/)
18:54:10	16818/16818	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Jun%202021%2003:04:24%20GMT	https://boxerinu.finance/css/main.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/css/main.css	(from https://boxerinu.finance/)
18:54:10	4509/4509	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2016:43:52%20GMT	https://boxerinu.finance/css/mobile.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/css/mobile.css	(from https://boxerinu.finance/)
18:54:10	225/225	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2016:53:00%20GMT	https://boxerinu.finance/css/preloader.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/css/preloader.css	(from https://boxerinu.finance/)
18:54:10	2310/2310	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2018:58:22%20GMT	https://boxerinu.finance/css/slider.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/css/slider.css	(from https://boxerinu.finance/)
18:54:11	2/2	---M--	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2020:19:46%20GMT	https://boxerinu.finance/css/brand.css	C:/xampp/htdocs/boxer/boxern/boxerinu.finance/css/brand.css	(from https://boxerinu.finance/)
18:54:12	69597/69597	---M-Z	200	added ('OK')	application/javascript	etag:W/%2258d026fb-10fdd%22	https://code.jquery.com/jquery-3.2.1.slim.min.js	C:/xampp/htdocs/boxer/boxern/code.jquery.com/jquery-3.2.1.slim.min.js	(from https://boxerinu.finance/)
